ID,label,Japanese comment,English comment,not scary,cute,cool,beautiful,not scary eye,not scary flash,cool fur,good cat,not difficult  to identify,nice eye catchlight,beautiful eye color,not dark photo,black fur,green grass,white cat,looking at the camera,not glowing eye,no surrounding unnecessary text,well-resolved fur,blurred background,natural light,soft light
CAT_00-00000026_027,2,逆光で表情がよく見えない,The expression is not clearly visible due to backlighting.,5,2,2,2,3,5,2,2,2,1,1,2,3,1,3,4,5,5,2,3,5,3
CAT_00-00000027_019,4,物陰から何かを見つめる表情が良い,The expression of staring at something from behind an object is good.,5,3,4,4,5,5,4,5,4,4,3,5,3,5,3,2,4,5,4,3,5,5
CAT_00-00000027_020,2,表情が可愛くない。上からの光が強すぎて陰影のつき方が不自然,"The expression is not cute. The top-down light is too strong, creating unnatural shadows.",1,1,2,2,1,3,3,1,5,4,3,5,2,2,4,5,5,5,4,5,4,3
CAT_00-00000029_029,4,イタズラがバレた時みたいな表情の瞬間を切り取れていてよい,It's good to capture the moment of an expression that looks like it's been caught in the act.,5,5,3,4,3,5,4,5,5,5,5,5,1,1,5,5,5,5,4,1,4,3
CAT_00-00000030_006,2,顔が識別しにくい,The face is hard to identify.,2,1,4,2,1,5,2,1,1,3,3,2,4,1,1,2,4,5,3,1,5,1
CAT_00-00000030_012,5,美しい。ちょっと身体のふわふわは気になるけど、それ以上に顔が美しい。目の色も綺麗。模様も綺麗。,"Beautiful. The slightly fluffy body is a bit distracting, but the face is even more beautiful. The eye color is beautiful, and the pattern is beautiful.",5,4,5,5,5,5,5,5,5,5,5,5,2,1,3,2,5,5,5,3,5,2
CAT_00-00000030_022,2,痩せすぎててちょっと心配,It's too skinny and a bit worrisome.,2,3,1,1,2,3,1,2,5,4,3,5,5,1,1,5,5,5,3,3,3,3
CAT_00-00000031_004,4,首の傾げ方が可愛い。,The way it tilts its head is cute.,5,5,2,3,5,5,3,4,5,4,4,5,3,2,1,2,5,5,4,4,5,4
CAT_00-00000031_019,1,水平が取れていなくて不安になる,It's unsettling that it's not level.,2,2,4,4,3,4,4,4,2,4,3,3,4,1,1,5,5,5,3,1,5,1
CAT_00-00000032_019,2,目の色が怖い,The eye color is scary.,2,2,3,2,1,3,3,2,5,2,3,5,3,1,3,5,1,5,4,1,1,1
CAT_00-00000032_026,4,緑の芝で何かを狙っていそうな目線なのが良い,It's good that it has a gaze that seems to be targeting something on the green grass.,5,4,3,3,4,5,3,5,5,1,2,5,3,5,3,1,5,5,3,3,5,5
CAT_00-00000033_009,2,表情が怖い,The expression is scary.,1,2,2,2,2,3,4,2,4,4,3,5,3,1,2,2,4,5,3,1,1,4
CAT_00-00000033_011,2,目が怖い。フラッシュが強すぎる。,The eyes are scary. The flash is too strong.,1,2,2,2,1,2,3,2,5,4,3,5,3,1,1,5,5,4,3,3,1,1
CAT_00-00000033_017,4,前ボケが猫の視線の先をうまく誘導していて良い,"The foreground blur effectively guides the gaze of the cat, which is good.",5,3,3,3,4,5,3,3,5,2,2,5,2,1,4,5,5,5,3,1,5,5
CAT_00-00000034_001,4,窓際でじっと何かを憂いている表情がいい。自然光の柔らかい光もよい,The expression of gazing at something with a sense of melancholy near the window is good. The soft natural light is also good.,4,4,3,3,4,5,3,4,4,4,3,5,3,1,3,2,5,5,4,3,5,5
CAT_00-00000034_029,4,色味はあまりよくないが、猫の表情と非現実的なシチュエーションは面白い,"The color tones are not very good, but the expression of the cat and the surreal situation are interesting.",3,4,4,2,3,4,3,3,4,5,2,4,2,1,4,1,5,3,4,1,1,2
CAT_00-00000035_004,4,何かを訴えかけてくる表情が可愛い。模様も目の色も綺麗,The expression that seems to appeal to something is cute. The pattern and eye color are beautiful.,4,2,4,4,3,5,3,4,5,5,5,5,3,1,3,5,5,5,4,4,5,4
CAT_00-00000035_005,4,猫にピンとがあっており、背景がボケていて、毛がよく解像されている。舌舐めずりしている瞬間なのもストーリー性があって良い,"It's good that the cat is in focus, the background is blurred, and the fur is well resolved. It also has a storytelling aspect with the moment of licking its lips.",4,2,4,3,3,5,3,5,5,4,3,5,3,1,2,5,5,5,4,4,3,3
CAT_00-00000036_016,4,表情は怖いのについ引き込まれる力がある。逆光でラインが綺麗に出ているのもよい,"Although the expression is scary, it has a captivating power. The backlighting enhances the lines and is also good.",2,2,4,2,2,4,3,3,5,2,2,5,1,1,5,1,5,5,3,4,5,2
CAT_00-00000036_018,2,こわい。フラッシュが強すぎる。目は綺麗。,Scary. The flash is too strong. The eyes are beautiful.,2,2,2,2,4,1,2,2,4,5,4,5,2,1,3,2,5,5,4,3,1,1
CAT_00-00000036_020,4,目が綺麗。凛々しい表情も良い,The eyes are beautiful. The dignified expression is also good.,4,2,4,4,4,4,3,4,4,5,5,5,2,1,4,2,5,5,3,1,5,3
CAT_00-00000036_024,2,表情が不機嫌そうで怖い,The expression looks unhappy and scary.,1,1,4,2,1,5,3,1,4,1,2,4,3,1,1,5,5,4,3,1,5,2
CAT_00-00000037_023,2,フラッシュが強すぎる。模様も相まって表情が分かりづらい,The flash is too strong. The pattern also makes it difficult to understand the expression.,1,1,2,1,2,2,2,2,2,2,3,4,4,1,1,5,5,5,3,1,1,1
CAT_00-00000038_000,4,背景の周辺減光のように見える柔らかい光がつくる陰影が綺麗。そこに尻尾が映えるポーズもよい。,The soft light that creates shadows resembling vignetting around the background is beautiful. The pose that highlights the tail is also good.,4,2,4,4,3,5,3,4,4,2,2,5,3,1,3,5,5,5,3,1,5,4
CAT_00-00000038_015,4,黒猫なのに綺麗に毛が解像されていてよい。,It's good that the fur is well resolved even though it's a black cat.,4,2,5,4,3,5,5,4,5,2,2,5,5,1,1,4,5,5,5,2,5,1
CAT_00-00000039_000,4,下を出した表情が可愛い！自然光もいい感じ。前足のポーズはなんなのか気になる,The expression with the lower lip sticking out is cute! The natural light is also nice. I'm curious about the pose of the front paws.,4,5,3,3,3,3,3,5,3,1,1,4,3,1,2,2,5,5,2,3,5,1
CAT_00-00000039_013,4,フラッシュがちょっと強いが、猫の目がクリクリしていて可愛い,"The flash is a bit too strong, but the cat's eyes are sparkling and cute.",5,5,3,4,5,4,3,5,5,5,3,5,3,1,1,2,5,5,3,2,1,1
CAT_00-00000039_017,4,目が細くて怖いけどし光が強すぎるけど、物陰から眼光鋭く何か獲物を狙っていそうな感じがストーリー性があってよい,"The eyes are narrow and scary, and the flash is too strong. However, the feeling of the cat staring sharply from a hiding spot, seemingly aiming for prey, adds a good sense of storytelling.",2,2,4,3,1,3,3,4,4,4,3,4,3,1,1,4,2,5,4,2,2,2
CAT_00-00000040_022,2,目に光がない。ピンとがあっていない感じがする,There is no light in the eyes. It feels like something is missing or not quite right.,3,3,2,3,2,5,3,3,5,1,1,4,3,1,1,2,5,5,4,3,3,5
CAT_00-00000040_023,4,顔が可愛い。エリザベスカラーが余計に猫の顔を際立たせている,The face is cute. The Elizabethan collar further highlights the cat's face.,4,4,2,3,5,5,3,5,5,4,3,5,3,1,1,4,5,5,3,2,4,4
CAT_00-00000040_025,4,綺麗な顔。陽光も気持ちよさそう,Beautiful face. The sunlight looks pleasant too.,5,3,4,4,5,5,3,4,5,4,3,5,3,3,2,2,5,5,3,1,5,3
CAT_00-00000040_028,4,目がクリクリしてて可愛い。完全に顔にピントが合っていて、際立っている,"The eyes are sparkling and cute. The focus is perfectly on the face, and it stands out.",5,4,4,4,5,5,3,5,5,5,4,5,3,1,1,5,5,5,5,5,3,3
CAT_00-00000041_011,4,陽の光が気持ちよさそう。逆光気味の測光が綺麗さを演出している,The sunlight looks pleasant. The slightly backlit metering creates a beautiful effect.,3,1,4,3,2,5,4,3,4,1,3,5,5,1,1,5,5,5,4,1,5,2
CAT_00-00000042_009,2,表情が怖い。フラッシュの光が強すぎる。,The expression is scary. The flash is too strong.,1,2,3,3,1,2,3,2,5,4,3,5,3,1,2,5,4,5,3,3,1,1
CAT_00-00000042_020,2,怖い。フラッシュが強すぎる,Scary. The flash is too strong.,3,2,3,2,2,3,2,2,4,2,3,4,3,3,2,5,3,5,3,3,1,3
CAT_00-00000043_013,4,木の上から何かを狙っている感じがストーリー性があってよい,The feeling of targeting something from above the tree is good for storytelling.,5,4,4,4,5,5,4,5,5,5,3,5,3,4,3,1,5,5,3,2,5,3
CAT_00-00000043_021,4,ちょこんと座っている感じが可愛い。さらに俯瞰のアングルがより猫の小ささを表現していて良い,"The sitting posture is cute, and the overhead angle expresses the smallness of the cat even more, which is good.",4,4,3,3,3,5,3,4,5,2,3,5,3,1,1,5,5,5,3,3,3,3
CAT_00-00000045_002,2,フラッシュが強すぎる。表情が怖い,The flash is too strong. The expression is scary.,2,2,3,3,2,2,3,2,5,4,3,5,3,1,1,2,4,5,4,3,1,1
CAT_00-00000045_014,2,黒すぎて表情が識別できない,It's too black to identify the expression.,3,1,4,2,2,5,3,2,1,2,3,1,5,2,1,4,5,5,1,3,5,5
CAT_00-00000045_021,2,ポーズがぱっと見でよくわからない,The pose is not easily understood at first glance.,4,1,4,3,3,5,3,3,2,2,3,5,3,1,3,5,5,5,3,1,3,4
CAT_00-00000045_028,1,目が光っていて怖い。表情も怖い。,The eyes are shining and scary. The expression is also scary.,1,1,1,1,1,1,3,1,4,1,1,3,4,1,1,5,1,5,3,1,1,3
CAT_00-00000045_029,4,表情もポーズも可愛い。煽りアングルで青空が背景になっているのも良い,The expression and pose are cute. It's also good that the background is the blue sky in the teasing angle.,4,4,3,4,5,5,3,5,5,3,2,5,3,2,2,1,5,5,3,2,5,1
CAT_00-00000046_016,5,静かな佇まいが綺麗。毛並みもよく解像されていて、背景のボケと相まって印象がいい。アイキャッチの位置も表情にあっている,"The calm posture is beautiful. The fur is well resolved, and the impression is enhanced by the bokeh of the background. The position of the eyecatch is also suitable for the expression.",4,2,5,5,3,5,4,5,5,5,4,5,4,2,1,5,5,5,5,4,5,4
CAT_00-00000046_021,4,驚きの表情が良い,The expression of surprise is good.,2,3,3,3,3,3,3,4,3,5,3,3,5,1,1,2,5,5,2,2,1,1
CAT_00-00000047_020,2,色温度が不健康そうに見える。,The color temperature looks unhealthy.,3,2,2,2,4,2,3,2,4,2,2,3,3,1,3,4,5,5,3,1,1,3
CAT_00-00000047_025,2,フラッシュが強い。表情もわかりにくい,The flash is strong. The expression is also hard to understand.,4,2,2,2,3,3,3,2,2,1,3,4,3,1,2,1,5,5,3,1,1,1
CAT_00-00000048_001,2,白黒で猫が識別しづらい,It's difficult to identify the cat in black and white.,4,4,2,2,3,5,2,3,1,3,1,3,3,1,3,5,5,5,3,1,5,3
CAT_00-00000048_004,4,陽の光で生まれた陰影がかっこいい。草と青空と猫の色の対比もいい,"The shadows created by the sunlight are cool. The contrast between the grass, blue sky, and the color of the cat is also good.",3,2,5,5,2,4,3,4,3,4,3,3,3,4,1,5,5,5,3,4,5,1
CAT_00-00000048_014,4,ぐうたらな感じが可愛い。肉球もよい。,The relaxed feeling is cute. The paw pads are also good.,5,5,3,3,5,5,3,5,5,1,3,5,3,1,4,1,5,5,3,5,5,5
CAT_00-00000049_005,2,逆光で模様も相まって表情が識別できない,The expression cannot be identified well due to backlighting and the combination with the pattern.,4,1,4,2,3,5,3,2,1,1,2,2,4,1,3,4,5,5,3,5,5,2
CAT_00-00000049_010,4,何かを狙っていそうな表情がいい。草むらと陽の光の雰囲気もいい,The expression that seems to be targeting something is good. The atmosphere of the grass and the sunlight is also good.,4,3,4,5,3,5,3,4,5,2,3,5,3,5,3,1,5,5,3,5,5,3
CAT_00-00000049_012,2,色飛びするくらい明るくしているが、黒い色の部分があまり解像されていないので識別しづらい,"The image is overly bright, causing color distortion, and the black parts are not well resolved, making it difficult to identify.",3,1,4,2,2,3,2,2,1,2,1,3,4,1,3,1,5,5,2,3,1,3
CAT_00-00000049_017,4,表情が良い。手のポーズも太々しい感じがでていていい,The expression is good. The confident pose of the hand is also impressive.,2,4,3,4,1,4,3,5,5,5,3,5,3,1,1,2,5,5,4,1,5,3
CAT_00-00000049_026,2,表情が可愛くない。,The expression is not cute.,3,1,1,2,3,5,3,2,5,2,2,3,3,1,1,2,4,5,3,3,4,3
CAT_00-00000050_007,2,横の人形が不要。猫の表情も識別しづらい,The side doll is unnecessary. It also makes it difficult to identify the cat's expression.,4,2,2,2,3,5,3,3,2,2,2,2,5,1,1,2,4,5,2,1,5,5
CAT_00-00000050_008,2,表情が怖い。周りの枠や文字も不要,The expression is scary. The surrounding frame and text are also unnecessary.,1,1,3,1,1,2,3,2,4,2,3,5,3,1,2,5,5,1,3,1,1,2
CAT_00-00000050_009,2,表情が怖い。目に光がない,The expression is scary. There is no light in the eyes.,1,1,3,2,1,5,2,2,4,1,2,5,3,3,1,4,5,5,3,2,5,4
CAT_00-00000050_010,4,何かを狙っている目や体勢が良い。,The gaze and posture indicating that the cat is targeting something are good.,4,4,4,2,4,2,3,4,4,5,3,5,3,1,1,2,5,5,3,3,1,3
CAT_00-00000050_014,2,パッと体勢を識別しにくい,It's difficult to quickly identify the posture.,2,1,1,1,3,4,2,2,2,2,2,4,3,1,2,5,5,5,3,3,4,4
CAT_00-00000050_015,2,表情が暗い。周りの枠や文字も不要,The expression is dark. The surrounding frame and text are also unnecessary.,2,3,3,3,2,3,3,3,4,2,4,4,3,1,2,2,5,1,3,2,4,3
CAT_00-00000051_006,2,表情が暗い。,The expression is dark.,2,2,2,2,1,3,3,2,5,2,3,5,3,1,1,2,5,5,3,1,1,1
CAT_00-00000051_011,4,白線の上に白猫が座っているのがなんかよい,It's nice to see the white cat sitting on the white line.,3,2,4,4,3,5,3,3,4,2,2,4,1,1,4,2,4,5,3,4,5,5
CAT_00-00000051_012,2,目が光ってて怖い,The eyes are shining and scary.,1,2,1,1,1,3,3,1,3,1,1,4,5,1,1,4,1,5,2,1,1,1
CAT_00-00000052_010,4,限界まで欠伸しているのが、瞬間を切り取っている感じがしてよい,It's good to capture the moment when the cat is yawning to the fullest.,2,3,2,2,3,5,3,4,5,1,2,5,3,1,1,1,5,5,3,4,5,5
CAT_00-00000053_006,2,フラッシュが強すぎる。水平が取れていないのも気になる,The flash is too strong. The lack of horizontal alignment is also a concern.,2,3,3,2,2,2,3,3,4,2,3,4,5,1,1,4,5,5,3,1,1,1
CAT_00-00000053_027,4,堂々とした風格がかっこいい。猫にピントが合ってて背景がボケいていることや毛並みがよく解像されているのも良い,"The dignified demeanor is cool. It's good that the focus is on the cat and the background is blurred, and the fur is well resolved.",3,2,5,5,3,5,5,5,5,4,3,5,3,1,2,5,5,5,5,5,5,4
CAT_00-00000054_015,5,猫にピンとがあってて背景がボケていることで猫に目線が行き、さらに猫も一点を見つめているので、すごく視線の誘導が上手,"The cat is sharply in focus, and the blurred background directs the viewer's gaze towards the cat. Additionally, the cat is also focused on a specific point, which skillfully guides the viewer's attention.",4,5,3,5,5,5,3,5,5,4,3,5,3,1,3,1,5,5,4,5,5,5
CAT_00-00000054_029,4,体勢と表情とアイキャッチがすべてマッチしている。目がクリクリしていて可愛い,"The posture, expression, and eyecatch all match. The eyes are sparkling and cute.",4,4,4,4,5,5,3,5,4,5,1,2,3,1,1,5,5,5,4,5,5,5
CAT_00-00000058_010,4,緑の中に一人佇んでいる姿がよい。,It's nice to see the figure standing alone in the greenery.,4,2,5,4,4,5,3,4,2,4,3,3,3,5,1,2,5,5,3,3,5,4
CAT_00-00000058_023,4,じっと見つめる目とアイキャッチが可愛い。目の色も綺麗,The cute gaze and eyecatch of the cat staring intently are lovely. The color of the eyes is also beautiful.,4,4,3,4,5,5,3,4,5,5,4,5,2,1,4,5,5,5,4,3,3,3
CAT_00-00000058_024,4,おとぼけ表情で首を傾げているのが可愛い。目の色も綺麗だしアイキャッチもよい。,The adorable expression with a tilted head and the beautiful eye color are lovely. The eyecatch is also well done.,5,5,2,3,5,5,3,5,5,5,4,5,2,1,4,5,5,5,3,2,4,3
CAT_00-00000059_002,4,靴のサイズとの対比とポーズから子猫の可愛さをうまく表現している,The contrast with the shoe size and the pose effectively portrays the cuteness of the kitten.,4,5,2,3,3,5,3,5,3,4,3,5,4,1,3,4,5,5,3,2,4,4
CAT_00-00000059_006,4,柱の奥からのぞいているのに尻尾が手前に巻き付いているのが面白い。,It's interesting how the tail is wrapped around the front while peeking from behind the pillar.,4,4,4,3,3,5,3,4,5,2,3,5,3,1,3,5,5,5,3,5,5,5
CAT_00-00000059_015,4,凛々しい表情がかっこいい。メモ苦rクリしていて、アイキャッチもよい,The dignified expression is cool. The sharp focus and the eyecatch are also good.,4,2,5,5,5,5,4,5,5,5,4,4,4,2,1,4,4,4,4,3,4,4
CAT_00-00000059_016,2,表情が怖い。目が半開き,The expression is scary. The eyes are half-open.,2,1,1,2,1,1,3,1,4,1,3,4,5,1,1,1,5,5,5,1,1,1
CAT_00-00000059_018,4,物静かに何かを見つめる表情がよい。背景が焦茶一色なのも、座っているところが同系色の濃い色なのも、写真全体のまとまりがあってよい,The expression of calmly gazing at something is good. The monochromatic brown background and the dark color of the sitting area create a cohesive composition for the entire photo.,5,3,4,4,4,5,3,4,5,5,4,5,3,1,1,1,5,5,3,3,3,3
CAT_00-00000059_022,4,猫自体の表情もいいし、床に反射している構図もよい,"The expression of the cat itself is good, and the composition with the reflection on the floor is also nice.",4,5,3,5,4,5,3,4,5,2,3,5,3,1,1,1,5,5,3,4,5,3
CAT_00-00000060_010,2,表情が怖い,The expression is scary.,1,2,3,2,1,2,3,2,4,3,2,4,3,1,3,5,1,5,3,3,1,1
CAT_00-00000060_016,2,表情が怖い,The expression is scary.,2,2,3,2,1,3,3,2,4,1,2,4,3,1,3,5,1,5,3,1,1,1
CAT_00-00000061_013,4,目がクリクリしていて綺麗な色。表情もすましてていい,The eyes are sparkling and have beautiful colors. The expression is calm and nice.,5,3,4,5,5,4,3,5,4,5,5,4,3,1,3,5,5,5,4,4,3,2
CAT_00-00000061_023,2,水平が取れていない。色被りしている。,The horizon is not level. There is color fringing.,2,2,4,2,2,4,3,3,2,3,2,2,3,2,1,4,4,4,2,1,4,2
CAT_00-00000062_014,2,目が光ってて怖い,The eyes are shining and look scary.,1,1,2,1,1,2,3,1,3,1,3,4,5,1,1,5,1,5,4,1,1,1
CAT_00-00000062_028,4,白黒なのに目だけ色がついてて面白い。表情もいい。,It's interesting that only the eyes have color in a black and white image. The expression is also good.,4,3,4,4,4,5,3,4,5,5,2,4,3,1,3,5,5,5,3,2,4,4
CAT_00-00000063_006,4,怠惰な表情と姿勢がよい。猫と同じ目線のアングルなのもいい,The lazy expression and posture are nice. It's also good to have the same eye level as the cat.,4,3,2,2,3,5,4,4,5,2,2,5,1,1,5,4,5,5,3,3,5,3
CAT_00-00000063_014,4,寝ているの可愛い。光も柔らかくて、布も柔らかそう,"It's cute that the cat is sleeping. The lighting is soft, and the fabric looks soft as well.",5,4,2,3,4,5,3,4,5,1,2,4,3,1,1,1,5,5,3,5,5,3
CAT_00-00000063_015,2,顔が識別しづらい,The face is difficult to identify.,2,2,3,2,3,3,2,2,2,2,2,2,4,1,1,5,5,5,3,1,5,1
CAT_00-00000066_005,2,人が写っていると目線が散らばる。猫の色が白飛びしすぎている。,"When people are in the photo, the focus of the gaze is scattered. The cat's fur is overexposed.",1,1,1,3,1,1,3,1,2,4,4,5,1,1,5,1,5,5,2,2,5,1
CAT_00-00000066_028,4,綺麗な顔。木漏れ日の感じもいい。,Beautiful face. The feeling of sunlight filtering through the trees is also nice.,1,4,4,4,3,5,3,4,4,3,1,4,3,1,3,1,1,5,3,1,5,3
CAT_00-00000067_004,4,緑の草むらに佇んでいる感じがよい。振り向き様のポーズもいい。,It's nice to see the cat standing in the green grass. The pose of looking back is also good.,4,3,4,4,3,5,3,4,5,2,2,5,3,5,2,5,5,5,4,4,5,5
CAT_00-00000067_025,4,一点を見つめているのと背景が緑なのが綺麗。光も綺麗に顔を照らしている,"It's beautiful that the cat is looking at something specific and the background is green. The lighting is also beautiful, illuminating the face.",4,4,4,4,4,5,3,4,5,5,4,5,3,5,1,1,5,5,3,1,5,4
CAT_00-00000067_028,4,煽りのアングルと西陽の角度から高いところに登っている様子が想像できて良い。陰影も綺麗。,It's good to imagine that the cat is climbing up to a high place based on the dynamic angle and the angle of the setting sun. The shadows are also beautiful.,4,3,4,4,5,5,3,4,5,4,4,4,3,3,3,1,5,5,3,5,5,3
CAT_00-00000068_000,2,フラッシュの光が強い。表情もあまり好きじゃない。周りの枠や文字も不要,The flash is too strong. The expression is not very appealing. The surrounding frame and text are unnecessary.,2,2,2,1,4,2,2,2,5,1,3,5,3,1,2,1,5,1,3,1,1,1
CAT_00-00000068_001,2,ピンボケしている,It's blurry.,3,2,2,2,4,5,2,3,2,3,3,5,3,1,3,4,5,5,1,4,1,3
CAT_00-00000068_028,4,何かを狙っている表情がいい。模様のわりに表情もよく識別できる,"The expression of targeting something is good. Despite the patterns, the expression can be well identified.",3,2,4,4,3,3,2,4,5,5,4,5,4,1,1,1,5,5,4,4,2,3
CAT_00-00000069_009,5,美しい。目の色も模様も綺麗。緑以外の色がないのもいい,Beautiful. The color and patterns of the eyes are beautiful. It's also nice that there are no colors other than green.,1,4,4,5,5,5,3,5,5,5,5,5,3,4,1,5,5,5,4,5,5,5
CAT_00-00000069_014,5,アイキャッチがいい感じに入っている。舌がちょっとでているのも可愛い,It has a nice catchlight. It's cute that the tongue is slightly out.,4,4,4,4,5,4,3,5,5,5,4,5,3,1,1,1,5,5,3,4,1,3
CAT_00-00000069_022,2,表情が怖い。フラッシュが強すぎる。色被りしている。,The expression is scary. The flash is too strong. There is color fringing.,2,2,1,1,1,2,3,2,4,1,2,4,3,1,2,3,4,5,2,1,1,2
CAT_00-00000069_028,4,自然光の柔らかい光でよく毛が解像されている。,The fur is well resolved in soft natural light.,4,4,4,4,5,5,3,4,5,4,4,5,3,2,3,2,5,5,4,5,5,5
CAT_00-00000070_005,4,毛がよく改造されている。澄ましている表情もいい。猫にピントが当たってて背景がボケているのもいい。,The fur is nicely detailed. The serene expression is also good. It's nice that the focus is on the cat and the background is blurred.,4,3,5,4,4,4,3,4,5,2,4,5,3,1,2,2,5,5,3,5,3,3
CAT_00-00000071_004,4,ポーズと表情が可愛い。,The pose and expression are cute.,3,4,2,3,3,3,3,4,5,4,3,4,3,1,1,5,5,5,3,1,2,3
CAT_00-00000071_013,4,一点を見つめる表情がいい。前後の草が前ボケも後ろボケもしていて、猫に目がいく。,"The expression of looking at something specific is good. The foreground and background grass are both blurred, drawing attention to the cat.",5,3,5,4,5,5,3,4,5,4,4,5,3,5,3,1,5,5,3,5,5,5
CAT_00-00000073_004,4,猫の綺麗な顔にピントが合っていて、背景がボケている。大きな目でカメラ目線なので、すごく印象的。,"The focus is on the beautiful face of the cat, and the background is blurred. With its big eyes looking at the camera, it's very impressive.",3,4,5,4,4,5,3,4,5,5,4,5,3,1,2,5,5,5,3,5,5,4
CAT_00-00000073_014,4,瞳が小さいので少し怖い気もするが、綺麗な白い毛並みが良く解像されていて、目の色も綺麗,"The small pupils make it slightly scary, but the beautiful white fur is well resolved, and the eye color is also beautiful.",3,2,5,5,3,5,4,4,5,4,5,5,2,3,4,5,5,5,5,5,5,5
CAT_00-00000073_020,2,目が光っていて怖い。ポーズも好きじゃない,The eyes are shining and look scary. I also don't like the pose.,1,1,1,1,1,2,3,1,2,1,3,5,3,1,1,4,1,5,3,1,1,1
CAT_00-00000075_002,5,ふさふさした毛が気持ちよさそう。顔にピントがあっており、目の色も綺麗。,"The fluffy fur looks comfortable. The face is in focus, and the eye color is beautiful.",4,3,5,4,4,4,3,4,5,2,4,5,3,1,1,4,5,5,4,4,4,4
CAT_00-00000077_028,2,前ボケしている何かが邪魔,Something in the foreground is obstructing the view due to the bokeh effect.,3,2,1,1,3,2,3,3,2,4,3,4,2,1,4,1,5,5,3,1,3,3
CAT_00-00000079_005,4,子猫の小ささがよく表現されている。背景に余計なものがないのもいい,The smallness of the kitten is well portrayed. It's nice that there are no unnecessary elements in the background.,4,4,2,3,5,5,3,4,5,3,2,4,3,1,1,2,5,5,3,4,3,3
CAT_00-00000080_027,4,めんどくさそうにカメラ目線なのがいい。アイキャッチもいい。,It's nice that the cat is looking at the camera with a somewhat lazy expression. The catchlight is also good.,2,4,4,4,4,5,3,4,4,4,3,4,3,1,1,5,5,5,3,5,5,3
CAT_00-00000081_001,4,物陰からのぞいていそうなのが陽の光で表現されている。アイキャッチもいい。,"It seems like the cat is peering out from behind an object, and this is nicely captured by the sunlight. The catchlight is also good.",4,3,4,4,4,5,3,4,5,5,4,4,3,4,2,1,5,5,3,5,5,2
CAT_00-00000081_017,2,猫の表情がうまく識別できない,The cat's expression is difficult to identify.,2,1,2,1,4,4,2,2,2,1,2,4,3,1,1,3,3,5,2,3,5,1
CAT_00-00000084_000,2,目が光っていて怖い。,The eyes are shining and look scary.,2,2,2,2,1,4,3,2,3,1,2,4,3,1,1,4,1,5,3,2,1,3
CAT_00-00000084_004,2,ボールに目が入ってしまい、猫に目がいかない,"The focus is on the ball, and it takes attention away from the cat.",3,2,2,2,4,5,3,2,2,2,2,5,3,1,1,1,5,5,2,1,4,4
CAT_00-00000085_020,4,黒目ガチで童顔だが、ちゃんとアイキャッチが入ってていい。顔にだけピンとがあっているのもいい。,"The eyes are big and childlike, and it's good that the catchlight is present. It's also nice that the focus is on the face.",5,5,2,3,5,5,3,5,5,5,3,5,3,1,2,2,5,5,4,4,3,3
CAT_00-00000087_018,2,顔の識別ができない,The face is not easily recognizable.,4,2,2,2,5,5,3,2,2,1,1,3,3,1,3,1,5,5,3,2,4,3
CAT_00-00000087_026,4,何かを語りかけてくる表情がいい。,The expression seems to be speaking something.,4,3,4,3,4,5,3,4,5,4,3,4,3,1,1,5,5,5,3,3,4,4
CAT_00-00000088_004,2,猫の顔を識別できるようにするために、写真全体を明るくしすぎていいる,The overall photo is too bright in order to make the cat's face recognizable.,4,2,4,2,3,5,3,4,4,3,3,4,5,1,1,5,5,5,3,3,2,2
CAT_00-00000088_020,2,顔が識別できない。フラッシュが強すぎる,The face is not easily identifiable. The flash is too strong.,4,1,4,3,5,2,3,2,1,1,1,2,5,1,1,1,5,5,2,2,1,1
CAT_00-00000089_000,4,なされるがままな表情と体勢がいい,The expression and posture that seem indifferent are good.,5,5,3,3,5,4,3,4,5,1,1,4,3,1,1,1,5,5,3,2,2,2
CAT_00-00000089_016,4,高いところから一点を見つめる顔がいい,The face that gazes at something from a high place is good.,4,2,4,4,3,5,3,4,5,4,3,4,3,1,1,2,5,5,4,3,5,4
CAT_00-00000094_024,4,興味半分、警戒心半分でカメラを一心に見つめているのがいい。アイキャッチもいい。,It's nice that the cat is staring at the camera with half interest and half wariness. The catchlight is also good.,3,4,4,3,4,4,3,4,5,4,3,4,3,1,1,5,5,5,3,1,1,4
CAT_00-00000095_000,4,猫の顔にピントがあっており、それ以外はボケているのがいい。,"The focus is on the cat's face, and the rest is blurred, which is good.",5,4,3,4,5,5,3,4,5,3,4,5,2,1,2,1,5,5,3,5,3,3
CAT_00-00000300_016,2,ぱっと見で識別できない,It's not identifiable at first glance.,3,2,2,2,3,5,2,2,2,3,4,2,3,1,3,5,5,5,2,2,5,1
CAT_00-00000301_010,2,模様が好きじゃない,I don't like the pattern.,2,2,2,2,3,5,1,2,3,3,3,5,4,5,1,5,5,5,3,1,5,3
CAT_00-00000302_015,2,表情が識別しづらい,The expression is difficult to identify.,2,1,2,1,3,3,2,2,2,3,3,5,3,1,3,4,5,5,3,1,3,3
CAT_00-00000303_013,2,表情が識別しづらい,The expression is difficult to identify.,2,1,4,2,2,3,3,3,2,4,4,3,5,1,1,1,5,5,2,1,3,3
CAT_00-00000310_029,2,猫以外の別の動物のように感じる,"It feels like another animal, not a cat.",2,1,4,3,3,5,3,2,5,3,3,5,3,1,1,1,5,5,3,5,5,5
